Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-calendar\lib\range-calendar,1,184,155,60,3,29,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-calendar\lib\util,2,152,127,104,30,25,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-calendar\lib\year,1,227,193,110,9,34,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-cascader,6,1416,1206,829,146,181,7,29,188,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-cascader\es,3,677,588,401,73,74,3,15,94,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-cascader\lib,3,739,618,428,73,107,4,14,94,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-checkbox,4,385,313,185,22,72,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-checkbox\es,2,172,148,84,11,24,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-checkbox\lib,2,213,165,101,11,48,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-collapse,10,1072,864,593,78,202,0,6,36,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-collapse\es,5,488,408,275,39,77,0,3,18,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-collapse\lib,5,584,456,318,39,125,0,3,18,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dialog,11,13389,9221,8741,1620,2182,1042,1986,9298,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dialog\dist,4,12578,8546,8116,1502,2082,1042,1950,9074,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dialog\es,3,363,320,286,59,25,0,18,112,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dialog\lib,4,448,355,339,59,75,0,18,112,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-drawer,9,1785,1432,1072,186,335,28,18,126,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-drawer\es,4,854,696,508,93,149,14,9,63,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-drawer\lib,5,931,736,564,93,186,14,9,63,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dropdown,6,642,537,333,60,103,0,2,30,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dropdown\es,3,302,260,158,30,41,0,1,15,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-dropdown\lib,3,340,277,175,30,62,0,1,15,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core,25,2283,1932,1568,340,279,2,72,408,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\es,12,1073,932,752,170,104,0,37,204,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\es\EditorCore,8,925,813,657,156,77,0,35,199,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\es\EditorCore\export,4,245,237,181,39,5,0,3,8,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\es\Toolbar,3,135,107,87,14,26,0,2,5,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\lib,13,1210,1000,816,170,175,2,35,204,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\lib\EditorCore,9,1016,857,695,156,125,1,34,199,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\lib\EditorCore\export,4,273,254,197,39,16,0,3,8,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-core\lib\Toolbar,3,168,123,105,14,44,1,1,5,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention,36,2833,2255,1657,262,534,8,44,226,2,10
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\es,18,1258,1054,754,131,181,3,23,113,2,10
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\es\component,7,850,711,489,85,125,2,14,57,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\es\component\__mocks__,1,30,22,21,3,8,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\es\model,1,39,33,22,2,5,0,1,6,1,6
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\es\utils,9,350,296,228,43,47,1,7,46,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\lib,18,1575,1201,903,131,353,5,21,113,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\lib\component,7,1027,785,565,85,228,2,14,57,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\lib\component\__mocks__,1,47,30,30,3,17,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\lib\model,1,44,36,24,2,8,1,0,6,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-editor-mention\lib\utils,9,464,355,289,43,102,1,7,46,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-form,18,11580,7841,7084,1316,1819,580,1920,10041,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-form\dist,2,8884,5561,5258,922,1468,569,1855,9740,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-form\es,8,1255,1091,867,197,131,5,33,151,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-form\lib,8,1441,1189,959,197,220,6,32,150,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-hammerjs,4,372,294,201,26,58,0,20,96,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-hammerjs\es,2,167,137,91,13,20,0,10,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-hammerjs\lib,2,205,157,110,13,38,0,10,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-input-number,6,6889,4745,3909,787,1129,373,1015,4467,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-input-number\dist,2,5004,3280,2933,583,835,367,889,3761,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-input-number\es,2,912,720,475,102,129,3,63,353,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-input-number\lib,2,973,745,501,102,165,3,63,353,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-mentions,14,1592,1194,931,110,307,15,91,502,1,14
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-mentions\es,7,747,569,428,55,133,8,45,251,1,14
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-mentions\lib,7,845,625,503,55,174,7,46,251,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-menu,25,4736,3616,2992,426,962,81,158,1476,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-menu\es,12,2240,1736,1399,210,425,41,79,740,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-menu\es\utils,2,139,105,89,11,29,6,5,75,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-menu\lib,13,2496,1880,1593,216,537,40,79,736,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-menu\lib\utils,2,157,117,100,11,35,6,5,75,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-notification,8,5533,4056,3736,676,878,446,599,3569,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-notification\dist,2,4840,3477,3323,628,767,446,596,3526,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-notification\es,3,299,269,187,24,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-notification\lib,3,394,310,226,24,81,0,3,43,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination,118,8377,6484,4179,725,1141,389,752,3581,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination\dist,2,4465,3238,2857,554,707,369,520,3195,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination\es,58,1739,1461,528,85,162,10,116,193,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination\es\locale,53,792,634,106,0,52,9,106,126,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination\lib,58,2173,1785,794,86,272,10,116,193,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-pagination\lib\locale,53,1110,899,318,0,105,9,106,126,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-progress,12,4172,2991,2779,473,757,332,424,2497,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-progress\dist,2,3216,2239,2143,417,560,330,417,2485,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-progress\es,5,439,352,290,27,83,1,4,8,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-progress\lib,5,517,400,346,29,114,1,3,4,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-rate,8,1128,899,615,80,221,2,8,20,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-rate\es,4,541,437,297,40,100,1,4,10,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-rate\lib,4,587,462,318,40,121,1,4,10,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-resize-observer,4,430,316,270,46,100,6,14,108,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-resize-observer\es,2,215,158,135,23,50,3,7,54,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-resize-observer\lib,2,215,158,135,23,50,3,7,54,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-select,16,5335,4243,3056,677,998,56,94,696,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-select\es,8,2579,2075,1470,337,457,28,47,348,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-select\lib,8,2756,2168,1586,340,541,28,47,348,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider,22,15581,11659,9605,1697,2590,997,1332,7587,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider\dist,2,11683,8406,7438,1319,1998,984,1279,7201,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider\es,10,1774,1545,996,189,202,6,27,193,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider\es\common,4,598,529,314,49,64,3,5,42,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider\lib,10,2124,1708,1171,189,390,7,26,193,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-slider\lib\common,4,724,586,376,49,134,4,4,42,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-steps,8,1046,842,624,71,195,8,9,60,1,2
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-steps\es,4,496,406,297,35,85,4,5,32,1,2
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-steps\lib,4,550,436,327,36,110,4,4,28,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-switch,4,432,341,272,28,85,0,6,6,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-switch\es,2,208,166,128,14,39,0,3,3,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-switch\lib,2,224,175,144,14,46,0,3,3,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-table,35,5572,4436,3595,555,1067,64,69,695,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-table\es,17,2629,2136,1642,276,458,32,35,349,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-table\lib,18,2943,2300,1953,279,609,32,34,346,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tabs,42,10321,7611,5897,979,1738,478,972,4406,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tabs\dist,2,4841,3237,2878,565,750,460,854,3794,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tabs\es,20,2401,2033,1363,207,308,8,60,306,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tabs\lib,20,3079,2341,1656,207,680,10,58,306,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-time-picker,14,3155,2628,1606,233,501,10,26,152,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-time-picker\es,7,1521,1283,750,116,224,5,14,80,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-time-picker\lib,7,1634,1345,856,117,277,5,12,72,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tooltip,10,8499,6304,5441,998,1391,747,804,5135,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tooltip\dist,2,7895,5787,5227,976,1304,747,804,5135,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tooltip\es,4,270,244,92,11,26,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tooltip\lib,4,334,273,122,11,61,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree,11,3679,2884,2025,351,647,107,148,1325,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select,54,11339,8717,6410,1101,2143,178,479,3563,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\es,16,3067,2374,1814,286,544,85,149,1300,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\es\Base,2,529,426,285,42,89,9,14,123,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\es\Popup,2,118,88,90,10,29,0,1,1,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\es\Selector,4,454,354,314,25,97,5,3,20,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\es\Selector\MultipleSelector,3,357,284,233,20,71,5,2,19,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\lib,16,3348,2537,1974,289,695,85,116,1109,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\lib\Base,2,556,443,298,42,106,9,7,70,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\lib\Popup,2,143,102,103,10,40,0,1,1,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\lib\Selector,4,519,387,364,25,129,5,3,20,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\lib\Selector\MultipleSelector,3,405,308,265,20,95,5,2,19,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules,22,4924,3806,2622,526,904,8,214,1154,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger,22,4924,3806,2622,526,904,8,214,1154,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\es,6,1179,980,635,129,169,1,30,148,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\lib,6,1337,1046,701,129,261,1,30,148,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\node_modules,10,2408,1780,1286,268,474,6,154,858,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\node_modules\rc-animate,10,2408,1780,1286,268,474,6,154,858,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\node_modules\rc-animate\es,5,1124,853,610,134,194,3,77,429,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree-select\node_modules\rc-trigger\node_modules\rc-animate\lib,5,1284,927,676,134,280,3,77,429,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree\es,5,1777,1410,971,175,293,54,74,663,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-tree\lib,6,1902,1474,1054,176,354,53,74,662,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-trigger,12,2604,2094,1381,266,444,2,66,318,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-trigger\es,6,1226,1015,659,133,178,1,33,159,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-trigger\lib,6,1378,1079,722,133,266,1,33,159,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-upload,16,2049,1731,1208,200,258,12,60,282,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-upload\es,8,948,825,567,100,92,5,31,141,1,4
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-upload\lib,8,1101,906,641,100,166,7,29,141,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util,62,4311,2666,2006,434,820,42,825,1763,32,139
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es,31,1993,1235,906,217,345,21,413,883,32,139
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es\Children,2,18,15,12,3,2,0,1,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es\Dom,8,280,234,160,63,38,3,8,38,1,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es\debug,1,82,58,65,10,23,5,1,13,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es\hooks,2,58,44,38,10,14,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\es\test,1,68,56,59,12,8,0,4,14,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib,31,2318,1431,1100,217,475,21,412,880,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib\Children,2,39,27,24,3,11,0,1,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib\Dom,8,374,292,213,63,74,3,8,38,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib\debug,1,89,63,69,10,25,5,1,13,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib\hooks,2,82,58,70,10,24,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\rc-util\lib\test,1,78,62,64,12,12,0,4,14,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react,6,6223,4020,3296,712,1077,161,1126,8961,40,205
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-app-polyfill,4,77,23,20,3,13,0,41,284,24,132
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-bootstrap,214,27020,18122,13493,1650,4883,527,4015,23245,11,51
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-bootstrap\cjs,106,6712,4904,3524,333,1622,34,186,1278,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-bootstrap\dist,2,15414,8977,6918,984,2795,459,3642,20686,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-bootstrap\esm,106,4894,4241,3051,333,466,34,187,1281,11,51
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils,73,7796,5687,3355,839,1083,30,1026,5837,201,1120
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules,41,4988,3654,2113,579,763,8,571,2768,0,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\ansi-escapes,1,132,100,84,16,28,0,4,30,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\ansi-regex,1,11,8,7,1,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\browserslist,5,1526,1339,417,309,130,3,57,344,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\cli-cursor,1,40,30,26,4,10,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\figures,1,148,136,21,5,11,0,1,9,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer,22,2467,1509,1133,185,492,1,466,2117,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer\lib,22,2467,1509,1133,185,492,1,466,2117,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer\lib\objects,3,193,110,82,21,33,0,50,235,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer\lib\prompts,10,1544,963,729,112,318,0,263,1011,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer\lib\ui,3,310,191,134,25,59,1,60,317,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\inquirer\lib\utils,5,331,204,147,24,62,0,65,439,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\is-fullwidth-code-point,1,47,29,8,5,3,3,15,78,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\mimic-fn,1,10,7,6,2,2,0,1,7,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\mute-stream,4,515,433,354,38,59,1,23,171,0,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\mute-stream\coverage,2,161,132,291,19,14,1,15,113,0,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\mute-stream\coverage\lcov-report,2,161,132,291,19,14,1,15,113,0,3
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\mute-stream\test,1,208,184,30,2,22,0,2,13,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\onetime,1,40,28,26,7,11,0,1,5,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\restore-cursor,1,10,8,9,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\string-width,2,42,27,22,7,12,0,3,7,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\string-width\node_modules,1,5,3,3,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dev-utils\node_modules\string-width\node_modules\strip-ansi,1,5,3,3,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dom,50,79666,54196,41931,9763,13500,2370,11970,108894,300,1504
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dom\cjs,21,42188,28801,22056,5137,7147,1263,6240,56530,174,875
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-dom\umd,15,37316,25289,19794,4611,6323,1107,5704,52148,126,629
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-error-overlay,1,1,1,410,0,0,1,0,4984,0,4984
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-error-overlay\lib,1,1,1,410,0,0,1,0,4984,0,4984
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-is,5,512,376,330,62,66,8,70,534,32,164
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-is\cjs,2,253,185,161,31,33,4,35,267,16,82
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-is\umd,2,251,185,164,30,31,4,35,267,16,82
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lazy-load,7,2797,1705,1448,355,395,81,697,3995,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lazy-load\dist,2,2458,1441,1261,322,324,81,693,3972,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lazy-load\lib,5,339,264,187,33,71,0,4,23,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lazy-load\lib\utils,4,118,89,71,19,25,0,4,23,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lazy-load\lib\utils\__mocks__,1,15,13,8,1,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-lifecycles-compat,4,493,346,213,48,60,3,87,747,6,33
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-overlays,30,3766,2336,1584,276,622,26,808,4838,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-overlays\cjs,15,1994,1213,831,138,377,13,404,2419,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-overlays\cjs\utils,4,139,108,90,22,31,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-overlays\esm,15,1772,1123,753,138,245,13,404,2419,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-overlays\esm\utils,4,100,88,71,22,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux,83,6551,4354,3108,837,1003,109,1194,9993,26,162
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\dist,2,2395,1664,1406,379,304,38,427,3294,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\es,27,1203,816,680,156,150,38,237,2195,13,99
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\es\components,3,396,268,207,44,61,26,67,1076,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\es\connect,7,330,255,191,56,33,5,42,360,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\es\hooks,4,241,118,111,22,26,0,97,475,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\es\utils,11,212,152,135,34,29,6,31,270,13,99
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\lib,27,1511,961,784,156,310,33,240,2189,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\react-redux\lib\components,3,435,285,218,44,82,25,68,1076,0,0
